Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Price range
Giapo,Auckland,"12 Gore Street, Auckland CBD, Auckland",Britomart,174.768851,-36.845553,"Ice Cream, Desserts",1
Milse,Auckland,"The Pavilions, 27 Tyler Street, Britomart, Auckland CBD, Auckland 1010",Britomart,174.7686903,-36.84418841,Desserts,3
Orleans,Auckland,"Roukai Lane, 48 Custom Street East, Britomart, Auckland CBD, Auckland 1010",Britomart,174.7695519,-36.8453314,American,3
Depot Eatery and Oyster Bar,Auckland,"86 Federal Street, Auckland CBD, Auckland, 1010",Federal Street,174.762527,-36.848988,"Seafood, Kiwi",4
Federal Delicatessen,Auckland,"86 Federal Street, Auckland CBD, Auckland 1010",Federal Street,174.7622201,-36.84876968,"Cafe, American",3
Miann,Auckland,"57 Fort Street, Auckland Auckland CBD",Fort Street,174.768986,-36.84604966,Desserts,1
Little Sister Cafe,Auckland,"91 Central Park Drive, Henderson, Auckland",Henderson,174.635633,-36.859341,Cafe,3
The Kimchi Project,Auckland,"20 Lorne Street, Auckland CBD, Auckland",Lorne Street,174.765767,-36.85014119,"Asian Fusion, Cafe",4
De Fontein Belgian Beer Cafe,Auckland,"75-79 Tamaki Drive, Mission Bay, Auckland",Mission Bay,174.8320893,-36.84831519,European,4
Chinoiserie,Auckland,"4 Owairaka Avenue, Mt Albert, Auckland",Mt Albert,174.7269883,-36.89398977,"Taiwanese, Street Food",3
Eden Noodles Cafe Œ__Œáù_ÜÉ_ÜÉ_ù¢,Auckland,"105 Dominion Road, Mt Eden, Auckland 1024",Mt Eden,174.7524415,-36.87177949,Chinese,2
Frasers,Auckland,"434 Mt Eden Road, Mt Eden, Auckland 1024",Mt Eden,174.762234,-36.881213,"Cafe, European",3
The Garden Shed,Auckland,"470 Mt Eden Road, Mt Eden, Auckland 1024",Mt Eden,174.762354,-36.882604,"Kiwi, European",4
Tucks and Bao,Auckland,"19 Davis Cresent, Newmarket, Auckland 1023",Newmarket,174.777987,-36.86565,"Asian Fusion, Pub Food, Fusion, Asian, Filipino, Malaysian, Thai",4
Winona Forever,Auckland,"100 Parnell Road, Parnell, Auckland",Parnell,174.779441,0,Cafe,3
Big Fish Eatery,Auckland,"Unit 3, 710 Great South Road, Corner Wilkinson Road, Penrose, Auckland 1061",Penrose,174.810305,-36.905409,"Asian, Sushi, Seafood",3
PappaRich,Auckland,"Sky City Metro,  Shop 2.01-2.03, 291-297 Queen Street, Auckland CBD, Auckland 1010","Sky City Metro, Auckland CBD",174.7634761,-36.85158619,Malaysian,3
Eight - The Langham Hotel,Auckland,"The Langham Hotel, 83 Symonds Street, Grafton, Auckland","The Langham Hotel, Auckland CBD",174.764078,-36.857474,European,4
Baduzzi,Auckland,"10-26 Jellicoe Street, Wynyard Quarter, Auckland CBD, Auckland 1010",Wynyard Quarter,174.7570233,-36.84109176,Italian,4
Miyabi Kyoto Japanese Steak House,Augusta,"1315 Augusta West Pkwy, Augusta, GA 30909",Augusta,-82.0865,33.4721,"Chinese, Steak",3
Rae's Coastal Cafe,Augusta,"3208 W Wimbledon Dr, Augusta, GA 30909",Augusta,-82.0698,33.4791,"American, Caribbean, Seafood",3
The Bee's Knees,Augusta,"211 10th Street, Augusta, GA 30901",Augusta,-81.97,33.4765,"International, Tapas, Vegetarian",2
Boll Weevil Cafe,Augusta,"10 9th St, Augusta, GA 30901",Augusta,-81.9684,33.474,"Desserts, Sandwich, Southern",1
Farmhaus Burger,Augusta,"1204 Broad St, Augusta, GA 30901",Augusta,-81.973006,33.477444,"American, Burger",2
Manuel's Bread Cafe,Augusta,"505 Railroad Ave, North Augusta, GA 29841",Augusta,-81.965571,33.481779,"Breakfast, French",3
Sconyers Bar B Que,Augusta,"2250 Sconyers Way, Augusta, GA 30906",Augusta,-82.0327,33.4086,BBQ,2
Frog Hollow Tavern,Augusta,"1282 broad street, Augusta, GA 30901",Augusta,-81.974944,33.478231,American,3
Giuseppe's Pizza & Italian Specialities,Augusta,"3690 Wheeler Rd, Augusta, GA 30909",Augusta,-82.096,33.4827,"Desserts, Italian, Pizza",2
Mellow Mushroom,Augusta,"1167 Broad St, Augusta, GA 30901",Augusta,-81.9721,33.4778,"Italian, Pizza, Sandwich",2
Nacho Mamas Burritos,Augusta,"976 Broad St, Augusta, GA 30901",Augusta,-81.9694,33.4764,Mexican,1
Rhinehart's Oyster Bar,Augusta,"3051 Washington Rd, Augusta, GA 30907",Augusta,-82.0505,33.5133,"Bar Food, Sandwich, Seafood",2
Takosushi,Augusta,"437 Highland Ave, Augusta, GA 30909",Augusta,-82.0301,33.4848,"Mexican, Southwestern, Sushi",3
The Chop House,Augusta,"Augusta Mall, Augusta, GA 30909",Augusta,-82.080788,33.467201,Steak,3
The Taj of India,Augusta,"502 Furys Ferry Rd, Augusta, GA 30907",Augusta,-82.0805493,33.5375868,Indian,2
Augsburg Haus,Augusta,"4460 Washington Road, Evans, GA 30809",Evans,-82.143793,33.544342,German,2
Pho Bac,Augusta,"4300 Towne Centre, Evans, GA 30809",Evans,-82.126161,33.532249,Vietnamese,1
Rhinehart's Oyster Bar,Augusta,"303 North Bel Air Rd, Evans, GA 30809",Evans,-82.141284,33.521291,"Burger, Seafood",2
Thai Kitchen,Augusta,"4357 Washington Road, Evans, GA 30809",Evans,-82.1328,33.5406,Thai,3
El Kiosco Mexican Restaurant,Augusta,"5174 Wrightsboro Rd, Grovetown, GA 30813",Grovetown,-82.1997,33.4574,Mexican,1
Kream N Krunch,Aurangabad,"2, Near Akashwani Circle, Mahesh Nagar, Jalna Road, Akashwani, Aurangabad",Akashwani,75.34601667,19.87621944,"North Indian, Chinese, Continental, Italian",3
Balbeer's Kitchen & Bar,Aurangabad,"Shendra, Near Cambridge School, Jalna Road, Chicalthana, Aurangabad",Chicalthana,0,0,"Italian, Continental, Chinese, North Indian",3
Angeethi Restaurant,Aurangabad,"Seven Hill Flyover, Jalna Road, Vidya Nagar, CIDCO, Aurangabad",CIDCO,75.35394167,19.87473333,"North Indian, Chinese",2
Domino's Pizza,Aurangabad,"8, Upper Ground Floor, City Pride Commercial Complex, Kali Bawdi, Jalna Road, CIDCO, Aurangabad",CIDCO,75.340775,19.87610556,Pizza,2
Hotel Laadli,Aurangabad,"Goodwill Complex, Opposite Cidco Busstand, N-2, CIDCO, Aurangabad",CIDCO,75.3671268,19.8755223,"North Indian, South Indian",2
Indiana Veg Restaurant,Aurangabad,"Plot 2, Near High Court, N-3, CIDCO, Aurangabad",CIDCO,75.360232,19.874449,"South Indian, North Indian, Chinese, Fast Food",2
Madhuban Restaurant - Welcome Hotel Rama International,Aurangabad,"Welcome Hotel Rama International, Opposite High Court, CIDCO, Aurangabad",CIDCO,75.358888,19.875908,"North Indian, Chinese, Continental, Italian, Mexican",4
Mauj Restaurant,Aurangabad,"31, Kailash Arcade, Opposite Bank of Baroda, Connaught Place, CIDCO, Aurangabad",CIDCO,75.36479167,19.87642778,"Italian, Fast Food, North Indian, Chinese",2
Naivedya,Aurangabad,"Sakal Office, Jalna Road, CIDCO, Aurangabad",CIDCO,75.3684187,19.874103,North Indian,2
d' Curry House,Aurangabad,"Hotel Green Olive, Near Baba Petrol Pump, Nirala Bazar, Aurangabad","Hotel Green Olive, Nirala Bazar",75.316722,19.875337,"Continental, Chinese, Biryani, North Indian",3
Mokoholic Juice Bar,Aurangabad,"Opposite Municipal Car Parking, Paithan Gate, Near Mondha, Aurangabad",Mondha,0,0,"Juices, Desserts",1
Ashoka's Veg Restaurant,Aurangabad,"31, Opposite Kohinoor Plaza, Near M P Law College, Nirala Bazar, Aurangabad",Nirala Bazar,75.32340278,19.87963056,"South Indian, Chinese, North Indian",2
Kareem's Fine Dining,Aurangabad,"A1-A3, Motiwala Complex, Below KFC Restaurant, Nirala Bazar, Aurangabad",Nirala Bazar,75.32350278,19.88025556,"Mughlai, Biryani",2
That Baat,Aurangabad,"Near Vivekanand College, Samarth Nagar, Nirala Bazar Road, Aurangabad",Nirala Bazar,75.322405,19.875016,Maharashtrian,2
Bhoj Restaurant,Aurangabad,"First Floor, Bhau Pathak Smriti Kamgar Bhavan, CBS Road, Nirala Bazar, Aurangabad",Nirala Bazar,75.317475,19.87802778,North Indian,2
Downside Up,Aurangabad,"6&7 B, Kuber Avenue, Rana Nagar, Near Nyay Nagar, Aurangabad",Nyay Nagar,0,0,"Cafe, Mughlai, North Indian",2
Kareem's Kabab & Biryani,Aurangabad,"First Floor, Food Court, Prozone Mall, MIDC Industrial Area, Chicalthana, Aurangabad","Prozone Mall, Chicalthana",75.37235278,19.87699444,Mughlai,2
Great Sagar Restaurant,Aurangabad,"Near Bhadkal Gate, VIP Road, Shahgunj, Aurangabad",Shahgunj,75.321461,19.888716,"North Indian, Mughlai",2
Kailash Restaurant,Aurangabad,"Rachanakar colony, Railway Station Road, Usmanpura, Aurangabad",Usmanpura,75.31889444,19.86696944,"North Indian, Chinese, South Indian, Fast Food",2
Yalla Yalla,Aurangabad,"Near Gopal Tea Corner, Usmanpura Circle, Usmanpura, Aurangabad",Usmanpura,0,0,"North Indian, Hyderabadi",2
Taste of Balingup,Balingup,"63 South Western Hwy, Balingup, WA",Balingup,115.9844924,-33.7845269,Modern Australian,2
Noah's Barn Coffeenery,Bandung,"Jl. Dayang Sumbi No. 2, Dago, Bandung",Dago,107.6127895,-6.887057501,"Cafe, Coffee and Tea, Western",3
Sultans of Spice,Bangalore,"BluPetal Hotel, 60 Jyoti Nivas College Road, Koramangala 5th Block, Bangalore","BluPetal Hotel, Koramangala",77.61542793,12.93328392,"North Indian, Mughlai",3
The Fatty Bao - Asian Gastro Bar,Bangalore,"610, 3rd Floor, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",Indiranagar,77.64539558,12.97022064,Asian,4
Toit,Bangalore,"298, Namma Metro Pillar 62, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,77.64070876,12.9791658,"Italian, American, Pizza",4
Three Dots & A Dash,Bangalore,"840/1,100 Feet Road, Metro Pillar 56-57, Indiranagar, Bangalore",Indiranagar,77.64048882,12.98041024,"European, Continental",3
Bombay Brasserie,Bangalore,"2989/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,77.645748,12.970324,Modern Indian,3
Glen's Bakehouse,Bangalore,"297, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,77.64062494,12.97909556,"Bakery, Desserts, Cafe",2
Onesta,Bangalore,"501, Binnamangala Extension, 1st stage, C.M.H Road, Indiranagar, Bangalore",Indiranagar,77.64368467,12.97845292,"Pizza, Cafe, Italian",2
Onesta,Bangalore,"Site 15, 15th Cross, 100 Feet Road, 4th Phase, JP Nagar, Bangalore",JP Nagar,77.59679094,12.90622878,"Pizza, Cafe, Italian",2
ECHOES Koramangala,Bangalore,"44, 4th B Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,77.615797,12.934179,"Continental, American, Italian, North Indian, Chinese, Cafe",2
Truffles,Bangalore,"28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,77.61429269,12.93329764,"American, Burger, Cafe",2
The Black Pearl,Bangalore,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,77.61615515,12.93436454,"North Indian, European, Mediterranean",3
Eat Street,Bangalore,"11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Koramangala 6th Block,77.625999,12.939496,"North Indian, Chinese, Italian, Street Food, Desserts",1
Koramangala Social,Bangalore,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala 7th Block,77.61413042,12.93566181,"Continental, American",3
AB's - Absolute Barbecues,Bangalore,"90/4, 3rd Floor, Outer Ring Road, Munnekollaly Village, Marathahalli, Bangalore",Marathahalli,77.6993861,12.94993396,"European, Mediterranean, North Indian",3
Flechazo,Bangalore,"9/1, 1st Floor, Above Surya Nissan, VRR Orchid, Doddanakkundi, Marathahalli, Bangalore",Marathahalli,77.696664,12.97537691,"Asian, Mediterranean, North Indian",3
Onesta,Bangalore,"215, 216 & 220, Devasandra Village, Kasaba Hobli, New BEL Road, Bangalore",New BEL Road,77.5709967,13.0291977,"Pizza, Cafe, Italian",2
Communiti,Bangalore,"67 & 68, Brigade Solitaire, Opposite to Advaith Hyundai, Residency Road, Bangalore",Residency Road,77.60817859,12.97253153,Continental,3
Big Brewsky,Bangalore,"Behind MK Retail, Before WIPRO Corporate Office, Sarjapur Road, Bangalore",Sarjapur Road,77.68323686,12.91304096,"Finger Food, North Indian, Italian, Continental, Thai, South Indian",3
Hoot,Bangalore,"BBMP 2034/69, Block 2, Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore",Sarjapur Road,77.6784,12.914264,"Continental, Italian, North Indian",3
Farzi Cafe,Bangalore,"202, Level 2, UB City, Vittal Mallya Road, Lavelle Road, Bangalore",UB City,77.5960137,12.9721612,Modern Indian,3
Bridge Road Brewers,Beechworth,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",Beechworth,146.685852,-36.360439,"Pizza, Bar Food",2
Black N White Cafe,Bhopal,"G-1, Raksha Tower, Eden Garden, Arera Colony, Bhopal",Arera Colony,77.419399,23.211529,"Cafe, Chinese, North Indian",1
Maybe There,Bhopal,"4th floor,10th Cross Road Building, Above Vishal Fitness Centre, 10 Main Road, Arera Colony, Bhopal",Arera Colony,0,0,Cafe,2
Sagar Gaire Fast Food,Bhopal,"10, Number Market, Arera Colony, Bhopal",Arera Colony,77.435361,23.214294,Fast Food,1
The Kasbah,Bhopal,"110/7, Mandakini, Opposite Union Bank, Kolar Main Road, Arera Colony, Bhopal",Arera Colony,77.41722744,23.18499152,"North Indian, Chinese",2
Bake N Shake,Bhopal,"B-1, GM Tower,  Stop No. 10, Arera Colony, Bhopal",Arera Colony,77.434976,23.214459,Fast Food,2
10 Downing Street,Bhopal,"Third Floor, DB City Mall, Maharana Pratap Nagar, Bhopal","DB City, Maharana Pratap Nagar",77.429989,23.232357,"North Indian, Chinese",3
Chi Kitchen,Bhopal,"12-13, Food Court, DB City Mall, Maharana Pratap Nagar, Bhopal","DB City, Maharana Pratap Nagar",0,0,Chinese,3
Pizza Hut,Bhopal,"Third Floor, DB City Mall, Arera Hills, Maharana Pratap Nagar, Bhopal","DB City, Maharana Pratap Nagar",77.429845,23.232537,Pizza,2
Kafe Kulture,Bhopal,"A-66A, Jai Bhawani Housing Society, Bawadiyan Kalan, Gulmohar Colony, Bhopal",Gulmohar Colony,0,0,"Cafe, Fast Food",2
Violet Hour,Bhopal,"Shop 3-4, Plot 5B, Sai Mehndi Appartment, B.D.A,  Kohefiza Main Road, Kohefiza, Bhopal",Kohefiza,77.3796051,23.26626099,Bakery,2
Bapu Ki Kutia,Bhopal,"Behind Jyoti Cineplex, Zone 1, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,77.433571,23.233219,"North Indian, Chinese, South Indian, Fast Food",2
Da pizzeria,Bhopal,"177, Zone 2, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,0,0,"Pizza, Italian, Fast Food",2
Papa Mexicano,Bhopal,"R-24, Zone II, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,77.43702042,23.23079116,"Fast Food, Mexican, Tex-Mex",2
Bake N Shake,Bhopal,"Near Jyoti Cineplex, Zone 1, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,0,0,Fast Food,2
Manohar Dairy And Restaurant,Bhopal,"132, Zone 1, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,77.434007,23.234249,"North Indian, South Indian, Street Food, Bakery",2
Manohar Dairy And Restaurant,Bhopal,"6, Hamidia Road, Opposite Alpana Cineplex, Peer Gate Area, Bhopal",Peer Gate Area,77.408236,23.264015,"North Indian, South Indian, Street Food, Bakery",2
Kebabsville - Sayaji Hotel,Bhopal,"A-3,Van Vihar Road, Prempura, TT Nagar, Bhopal",Sayaji Hotel,77.373573,23.218998,North Indian,4
Indian Coffee House,Bhopal,"Near Apex Bank, TT Nagar, Bhopal",TT Nagar,77.401663,23.234631,South Indian,2
The Urban Socialite,Bhopal,"Hotel Lake View Ashoka, 5th Floor, Shyamla Hills, TT Nagar, Bhopal",TT Nagar,0,0,"Italian, Mexican, Chinese",3
Bake N Shake,Bhopal,"Bhadbhada Road, Near Rang Mahal Talkies, TT Nagar, Bhopal",TT Nagar,77.398886,23.235123,Fast Food,2
Tyre Patty,Bhubaneshwar,"3rd Floor, BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar","BMC Bhawani Mall, Sahid Nagar",0,0,Cafe,2
Silver Streak,Bhubaneshwar,"Ground Floor, BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar","BMC Bhawani Mall, Sahid Nagar",85.846838,20.286333,Chinese,2
Barbeque Nation,Bhubaneshwar,"Plot 12-13/557, 3rd Floor, Mauza Samantapuri,Gajapati Nagar, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,0,0,"Mediterranean, Asian, Continental, North Indian, Arabian",3
Central Perk 7,Bhubaneshwar,"Plot 133/A, District Center, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,85.81781287,20.32553933,"Cafe, Charcoal Grill, Steak",2
The Chicken Dinesty,Bhubaneshwar,"District Center, Niladri Vihar Road, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,85.81856667,20.32634444,"Fast Food, North Indian, Chinese",2
Taste Of China,Bhubaneshwar,"139, District Center, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,0,0,Chinese,2
Michael's Kitchen,Bhubaneshwar,"7798, Sainik School Road, Gajapati Nagar, Bhubaneswar, Gajapati Nagar, Bhubaneshwar",Gajapati Nagar,85.83394811,20.31149633,"North Indian, Asian, European",2
Mamma Mia - Mayfair Lagoon,Bhubaneshwar,"Mayfair Lagoon, 8-B, Jayadev Vihar, Bhubaneshwar","Mayfair Lagoon, Jayadev Vihar",85.819178,20.301785,"Cafe, Italian, Mexican, Bakery",3
99 North Restaurant,Bhubaneshwar,"B36, Chandaka Industrial Estate, Near CTTC, Patia, Bhubaneshwar",Patia,85.80823611,20.34306944,"North Indian, Chinese",1
Adda,Bhubaneshwar,"4th Floor, SJ Complex, KIIT College Road, Patia, Bhubaneshwar",Patia,85.82272222,20.353675,"North Indian, Chinese, Mexican, Beverages",2
Chill Ummm,Bhubaneshwar,"DS Tower, 2nd Floor, Plot 516/1763/4177, Near Big Bazar, Patia, Bhubaneshwar",Patia,85.825257,20.35324774,"Chinese, North Indian, Cafe",1
Lal Qila,Bhubaneshwar,"Sampark Vihar, Opposite Big Bazaar, KIIT Square, Patia, Bhubaneshwar",Patia,85.82685,20.35299167,"Mughlai, Chinese, North Indian",2
Richard's Kitchen & Coffee Bar,Bhubaneshwar,"Rooftop Bata Showroom, KIIT Square, Patia, Bhubaneshwar",Patia,85.82599327,20.35343289,"Cafe, Chinese, Fast Food, Seafood",1
Aangan Horizon,Bhubaneshwar,"Above Patia Pantaloons, Nandankanan Road, Patia, Bhubaneshwar",Patia,85.82289287,20.34347604,"North Indian, Chinese, Continental",2
Brewberrys The Coffee Bar,Bhubaneshwar,"3, Infocity Road, Patia, Bhubaneshwar",Patia,85.81112333,20.34314407,Cafe,1
Chai Break,Bhubaneshwar,"KIIT Road, PS Plaza, Patia, Bhubaneshwar",Patia,0,0,"Italian, Cafe, Chinese, Continental",2
JUGAAD JN.,Bhubaneshwar,"KIIT Road, Opposite SBI, Patia, Bhubaneshwar",Patia,85.82225987,20.35348061,"North Indian, Rajasthani",1
Cha cTea,Bhubaneshwar,"797, Near Shivam Honda Showroom, Sahid Nagar, Bhubaneshwar",Sahid Nagar,85.84295925,20.29322917,"Cafe, Tea",2
Food Fever,Bhubaneshwar,"A-54, Opposite Law University, Sahid Nagar, Bhubaneshwar",Sahid Nagar,85.84516996,20.29575519,"Chinese, North Indian",2
Mainland China,Bhubaneshwar,"The Crown, A1, Near IRC Village, Nayapalli, Bhubaneshwar","The Crown, Nayapalli",85.818494,20.292363,Chinese,3
Eram Rooftop,Bhubaneshwar,"206, 3rd Floor, Suryansh Enclave, Shastri Nagar, Unit 4, Bhubaneshwar",Unit 4,85.82669624,20.28398889,"Asian, Continental",1
Pepe's Piri Piri,Birmingham,"254-256 Alum Rock Road, Alum Rock, Birmingham B8 3DD",Alum Rock,-1.846811,52.488557,Fast Food,1
Ju Ju's Cafe,Birmingham,"1 Canal Square, Brindleyplace, Birmingham B16 8EH",Brindleyplace,-1.918049,52.477569,"Cafe, British",1
Bank,Birmingham,"4 Brindleyplace, Brindleyplace, Birmingham B1 2JB","Brindleyplace, Broad Street",-1.914805,52.477693,"British, Steak",3
Chaophraya,Birmingham,"Middle Mall, Bullring Shopping Centre, Special street, Bullring, Birmingham B5 4BH","Bullring Shopping Centre, Southside",-1.894286,52.477633,Thai,2
Handmade Burger Co.,Birmingham,"Unit 3, St Martin Square, Bullring Shopping Centre, Bullring, Birmingham B5 4BU","Bullring Shopping Centre, Southside",-1.894286,52.477633,"Burger, American",2
Jamie's Italian,Birmingham,"Middle Mall, Bullring Shopping Centre, Bullring, Birmingham B5 4BU","Bullring Shopping Centre, Southside",-1.894286,52.477633,Italian,3
Bodega,Birmingham,"12 Bennetts Hill, City Centre, Birmingham B2 5RS",City Centre,-1.900375,52.47969,Latin American,3
San Carlo,Birmingham,"4 Temple Street, City Centre, Birmingham B2 5BN",City Centre,-1.899133,52.480364,Italian,3
Purnell's,Birmingham,"55 Cornwall Street, Colmore Business District, Birmingham B3 2DH",Colmore Business District,-1.901843,52.483643,Contemporary,4
The Warehouse Cafe,Birmingham,"54-57 Allison Street, Digbeth, Birmingham B5 5TH",Digbeth,-1.890569,52.477388,"British, Cafe",2
Fiesta del Asado,Birmingham,"229 Hagley Road, Edgbaston, Birmingham B16 9RP",Edgbaston,-1.938759,52.472197,"Latin American, Italian",3
Istanbul Restaurant,Birmingham,"2 Stockwell Road, Handsworth, Birmingham B21 9RJ",Handsworth,-1.939166667,52.51416667,Turkish,2
The Plough,Birmingham,"21 High Street, Harborne, Birmingham B17 9NT",Harborne,-1.943852,52.460962,British,2
Lasan Restaurant,Birmingham,"3-4 Dakota Buildings, James Street, Saint Paul's Square, Jewellery Quarter, Birmingham B3 1SD",Jewellery Quarter,-1.907596,52.485015,Indian,4
Damascena Coffee House,Birmingham,"133 Alcester Road, Moseley, Birmingham",Moseley,-1.888555455,52.44630234,"Greek, Mediterranean, Middle Eastern",2
Tipu Sultan,Birmingham,"43 Alcester Road, Moseley, Birmingham B13 8AA",Moseley,-1.889039,52.450999,"Indian, Pakistani",3
Jamjar,Birmingham,"418 Coventry Road, Small Heath, Birmingham B10 0TH",Small Heath,-1.860593,52.470571,"Ice Cream, Desserts, Cafe",1
Chennai Dosa,Birmingham,"445-447, Dudley Road, Birmingham, Smethwick, Birmingham B18 4HE",Smethwick,-1.947514,52.487692,"Indian, South Indian",2
Mughal E Azam,Birmingham,"Stratford Road, Sparkhill, Birmingham B11 4DA",Sparkhill,-1.858529,52.443963,"Pakistani, Indian",3
Bar Estilo,Birmingham,"110-114 Wharfside Street, The Mailbox, City Centre, Birmingham B1 1RF","The Mailbox, Broad Street",-1.905477,52.475857,Mexican,2
Momo Milk,Bogor,"Jl. Kantor Pos No. 6, Bogor Timur, Bogor",Bogor Timur,106.8103014,-6.606916768,"Cafe, Desserts, Beverages",2
Lemongrass,Bogor,"Jl. Raya Pajajaran No. 21, Bogor Utara, Bogor",Bogor Utara,106.8078499,-6.576578026,"Peranakan, Indonesian",3
Bardenay,Boise,"610 W Grove St, Boise, ID 83702",Boise,-116.2019,43.6138,"American, Bar Food",2
